X_Value,Sens1,Sens2,Sens3,Sens4,Sens5,Sens6,Sens7,Sens8,Sens9,Sens10,Sens11,Sens12,Sens13,Sens14,Sens15,Sens16,Release,Comment
0.388000,0.701186,0.678646,0.683476,0.704728,0.700542,0.677358,0.677680,0.683154,0.773556,0.686576,0.669180,0.747140,0.685931,0.655972,0.667569,0.654683,0.000000,
0.392000,0.699254,0.677680,0.681866,0.702796,0.699254,0.676392,0.676714,0.681544,0.769368,0.686254,0.668858,0.742952,0.684965,0.656294,0.667247,0.655005,0.000000,
0.396000,0.700864,0.678324,0.683476,0.705694,0.701186,0.678324,0.678002,0.682510,0.774200,0.686898,0.668535,0.748106,0.687220,0.655650,0.667247,0.655327,0.000000,
0.400000,0.699576,0.677680,0.682188,0.701508,0.698932,0.676392,0.676070,0.680256,0.765502,0.685931,0.668858,0.741663,0.685931,0.655972,0.667247,0.655005,0.000000,
0.404000,0.701508,0.679612,0.683798,0.705694,0.700864,0.677680,0.677036,0.682188,0.775811,0.687864,0.669180,0.749395,0.687542,0.656616,0.667247,0.655005,0.000000,
0.408000,0.699254,0.677358,0.682188,0.703118,0.698932,0.676392,0.676714,0.680578,0.764858,0.685287,0.668213,0.741341,0.685931,0.655327,0.666280,0.654361,0.000000,
0.412000,0.702152,0.678968,0.683476,0.705050,0.700542,0.677358,0.677358,0.682510,0.775489,0.687542,0.669180,0.750039,0.687220,0.652750,0.667569,0.655327,0.000000,
0.416000,0.699254,0.677358,0.681544,0.702796,0.698932,0.676392,0.676392,0.681544,0.764214,0.685609,0.668535,0.741341,0.685931,0.655327,0.666925,0.654683,0.000000,
0.420000,0.702152,0.678646,0.683154,0.705050,0.700864,0.678002,0.678002,0.682188,0.775167,0.687542,0.669824,0.750361,0.687220,0.656616,0.667891,0.655972,0.000000,
0.424000,0.699898,0.676714,0.682188,0.703118,0.698932,0.676070,0.676070,0.681222,0.763247,0.688187,0.668213,0.740697,0.685609,0.654683,0.665958,0.654039,0.000000,
0.428000,0.701508,0.678968,0.683154,0.704084,0.700542,0.677680,0.677680,0.682188,0.776455,0.687864,0.669502,0.750361,0.687220,0.656616,0.667569,0.655005,0.000000,
0.432000,0.699576,0.677680,0.682188,0.703762,0.699254,0.677036,0.675426,0.681222,0.763569,0.685287,0.667891,0.740697,0.685609,0.655650,0.665958,0.654361,0.000000,
0.436000,0.700864,0.678324,0.683154,0.704406,0.702152,0.677358,0.677680,0.682510,0.776133,0.687542,0.669180,0.750039,0.687220,0.656616,0.667891,0.655005,0.000000,
0.440000,0.699898,0.678002,0.682510,0.703118,0.698932,0.676714,0.676392,0.681544,0.764536,0.684643,0.668535,0.740697,0.685609,0.655650,0.666603,0.654683,0.000000,
0.444000,0.701186,0.678646,0.683154,0.704728,0.700542,0.677358,0.677036,0.682832,0.774522,0.687864,0.669824,0.749717,0.687864,0.656938,0.667569,0.655327,0.000000,
0.448000,0.700220,0.677680,0.682188,0.704084,0.698610,0.676392,0.677036,0.681544,0.765824,0.685931,0.668535,0.741341,0.685609,0.655650,0.666925,0.654361,0.000000,
0.452000,0.700542,0.678002,0.682510,0.704406,0.699898,0.677358,0.676714,0.681866,0.772912,0.687864,0.669502,0.748106,0.687220,0.657260,0.667891,0.655972,0.000000,
0.456000,0.700542,0.678646,0.683154,0.704406,0.699898,0.677358,0.677036,0.681222,0.766146,0.687220,0.668535,0.742630,0.687220,0.655327,0.666925,0.655005,0.000000,
0.460000,0.699898,0.677358,0.682510,0.703440,0.700220,0.677036,0.676714,0.681544,0.772267,0.687542,0.668535,0.747140,0.686576,0.656616,0.667569,0.655005,0.000000,
0.464000,0.700864,0.678646,0.682510,0.704406,0.703118,0.677358,0.677036,0.682188,0.768401,0.686576,0.668535,0.742952,0.686254,0.655650,0.666603,0.654683,0.000000,
0.468000,0.700220,0.677358,0.682188,0.703118,0.699576,0.676392,0.676714,0.681866,0.771301,0.685931,0.669824,0.746173,0.686576,0.656294,0.667569,0.654683,0.000000,
0.472000,0.700864,0.678646,0.683154,0.705050,0.700542,0.677036,0.677036,0.682510,0.770012,0.686576,0.668858,0.744885,0.686254,0.655972,0.667569,0.654683,0.000000,
0.476000,0.700220,0.677680,0.682510,0.703118,0.699254,0.677036,0.676392,0.681222,0.769368,0.686898,0.668213,0.744885,0.686576,0.655650,0.666603,0.655005,0.000000,
0.480000,0.701508,0.678324,0.683476,0.705050,0.699254,0.678002,0.677680,0.682510,0.770979,0.685931,0.669180,0.746173,0.685931,0.655327,0.667247,0.653395,0.000000,
0.484000,0.699898,0.677358,0.681866,0.703762,0.698932,0.676714,0.676392,0.680900,0.767757,0.685287,0.669502,0.743918,0.685931,0.656938,0.667247,0.655005,0.000000,
0.488000,0.701186,0.678646,0.683476,0.706338,0.700864,0.677680,0.677680,0.683154,0.771945,0.686576,0.669824,0.746818,0.686576,0.655327,0.668213,0.655327,0.000000,
0.492000,0.697644,0.677680,0.681866,0.702796,0.699576,0.676392,0.676392,0.680900,0.766469,0.686576,0.669180,0.742630,0.686576,0.656294,0.666280,0.657260,0.000000,
0.496000,0.702152,0.679290,0.683476,0.706016,0.701186,0.678002,0.678002,0.683154,0.774200,0.687220,0.669180,0.749395,0.687220,0.656294,0.668213,0.655005,0.000000,
0.500000,0.699254,0.677358,0.681544,0.703118,0.698932,0.677358,0.676392,0.680900,0.765824,0.686254,0.668535,0.741985,0.686254,0.655650,0.667247,0.654683,0.000000,
0.504000,0.701508,0.678324,0.683154,0.705050,0.701186,0.678324,0.678002,0.683476,0.774844,0.686898,0.669824,0.749717,0.687542,0.656938,0.667569,0.655005,0.000000,
0.508000,0.699254,0.677358,0.681544,0.703118,0.699254,0.676392,0.676392,0.681222,0.764858,0.685931,0.668213,0.744240,0.685931,0.655327,0.666603,0.655005,0.000000,
0.512000,0.701508,0.679612,0.683154,0.705694,0.702152,0.678002,0.678002,0.682832,0.776777,0.688187,0.669824,0.750361,0.686898,0.655327,0.667569,0.655650,0.000000,
0.516000,0.699254,0.677358,0.681544,0.702474,0.698932,0.676392,0.676714,0.681222,0.763891,0.686254,0.667891,0.741341,0.685609,0.655327,0.666603,0.654683,0.000000,
0.520000,0.701186,0.679290,0.683154,0.705694,0.701508,0.677680,0.679934,0.682510,0.776133,0.687542,0.669824,0.750361,0.687220,0.655972,0.668213,0.655327,0.000000,
0.524000,0.699898,0.677680,0.682188,0.703440,0.699254,0.676070,0.676070,0.681222,0.764214,0.685931,0.668858,0.741985,0.684965,0.655327,0.665636,0.653717,0.000000,
0.528000,0.701186,0.678646,0.682510,0.705372,0.700542,0.678002,0.677358,0.682510,0.777099,0.687220,0.669824,0.750361,0.686898,0.656294,0.667891,0.655650,0.000000,
0.532000,0.699898,0.678002,0.681544,0.702796,0.698288,0.676714,0.676070,0.681222,0.763891,0.685931,0.667569,0.740697,0.685287,0.655005,0.666925,0.654361,0.000000,
0.536000,0.701186,0.678324,0.682832,0.705050,0.701186,0.677680,0.677358,0.683476,0.775167,0.687864,0.670146,0.749717,0.687220,0.657260,0.668213,0.655327,0.000000,
0.540000,0.700220,0.677358,0.681866,0.704084,0.699898,0.676714,0.676714,0.681222,0.764214,0.686254,0.668858,0.740697,0.685287,0.655327,0.666925,0.654039,0.000000,
0.544000,0.700220,0.677358,0.682832,0.704406,0.700864,0.678002,0.677358,0.682510,0.773878,0.687220,0.669502,0.748750,0.685931,0.656294,0.668213,0.655327,0.000000,
0.548000,0.700542,0.678324,0.682510,0.704084,0.700220,0.676714,0.676392,0.681544,0.764858,0.686576,0.668535,0.741341,0.685931,0.657582,0.666925,0.654039,0.000000,
0.552000,0.700542,0.678324,0.682510,0.706982,0.700220,0.677358,0.677358,0.681222,0.773556,0.687220,0.669180,0.748428,0.687220,0.656294,0.668858,0.655327,0.000000,
0.556000,0.700542,0.678646,0.682188,0.704084,0.701830,0.677358,0.676714,0.682188,0.766146,0.686254,0.668858,0.742952,0.686254,0.655650,0.667247,0.653717,0.000000,
0.560000,0.700542,0.678002,0.683154,0.703440,0.699898,0.676714,0.676714,0.681544,0.771301,0.686898,0.669180,0.747784,0.686898,0.656294,0.667569,0.655972,0.000000,
0.564000,0.700864,0.678646,0.682832,0.704406,0.700220,0.677036,0.676714,0.681866,0.768401,0.685287,0.668213,0.742952,0.685931,0.655972,0.665636,0.655005,0.000000,
0.568000,0.700220,0.677680,0.681544,0.703440,0.699254,0.677036,0.677036,0.681544,0.771301,0.686898,0.668213,0.746173,0.686576,0.655972,0.667891,0.655327,0.000000,
0.572000,0.701186,0.678646,0.682832,0.705050,0.700542,0.677358,0.677358,0.682188,0.769368,0.686576,0.669180,0.746173,0.686254,0.655327,0.667247,0.655650,0.000000,
0.576000,0.699898,0.679934,0.681544,0.703762,0.699254,0.675748,0.676392,0.680578,0.768724,0.686898,0.669180,0.745207,0.687542,0.656616,0.667569,0.654683,0.000000,
0.580000,0.701508,0.678646,0.682832,0.705050,0.700220,0.677358,0.677680,0.682510,0.771301,0.685931,0.669502,0.745851,0.686254,0.655650,0.666925,0.655327,0.000000,
0.584000,0.699898,0.677036,0.682188,0.703440,0.698932,0.676714,0.676070,0.681866,0.767757,0.686576,0.669502,0.742952,0.686576,0.655972,0.666925,0.655005,0.000000,
0.588000,0.701830,0.678324,0.683476,0.705050,0.701186,0.678324,0.678002,0.682510,0.772912,0.687542,0.669180,0.746495,0.686898,0.655972,0.667247,0.655650,0.000000,
