X_Value,Sens1,Sens2,Sens3,Sens4,Sens5,Sens6,Sens7,Sens8,Sens9,Sens10,Sens11,Sens12,Sens13,Sens14,Sens15,Sens16,Release,Comment
0.000000,0.699254,0.677036,0.681866,0.703118,0.699254,0.676714,0.676392,0.680578,0.766791,0.685931,0.669180,0.737797,0.685609,0.655972,0.666280,0.654683,0.000000,
0.004000,0.700542,0.678002,0.683154,0.704406,0.699898,0.676714,0.676714,0.681866,0.778066,0.687542,0.669824,0.744562,0.687220,0.656616,0.667247,0.655005,0.000000,
0.008000,0.698932,0.677358,0.681866,0.701830,0.698932,0.676070,0.676070,0.681222,0.766146,0.686576,0.669824,0.736509,0.685287,0.655650,0.666280,0.654039,0.000000,
0.012000,0.700220,0.677680,0.682510,0.704084,0.699576,0.676714,0.677036,0.681222,0.777422,0.687864,0.669824,0.743918,0.687542,0.656938,0.667247,0.655650,0.000000,
0.016000,0.699254,0.677036,0.681866,0.702796,0.698610,0.676392,0.675426,0.680256,0.764858,0.685609,0.668858,0.736509,0.685931,0.655327,0.666603,0.653395,0.000000,
0.020000,0.701186,0.678968,0.683476,0.705050,0.700542,0.676714,0.677036,0.682510,0.778388,0.687864,0.669824,0.744562,0.689153,0.656294,0.667891,0.655005,0.000000,
0.024000,0.699254,0.676392,0.681222,0.703440,0.697644,0.676070,0.676392,0.681222,0.765824,0.685931,0.668213,0.736509,0.685931,0.655650,0.665958,0.654361,0.000000,
0.028000,0.701508,0.678324,0.682832,0.704728,0.700220,0.676714,0.677680,0.682188,0.778388,0.687220,0.670146,0.743918,0.687864,0.656616,0.667569,0.655327,0.000000,
0.032000,0.698932,0.676714,0.681544,0.702474,0.697966,0.676392,0.675748,0.680256,0.766146,0.686576,0.668858,0.736509,0.687220,0.655972,0.666280,0.654683,0.000000,
0.036000,0.701186,0.678002,0.682832,0.704728,0.700542,0.677358,0.677358,0.682188,0.777744,0.687542,0.669824,0.744240,0.689797,0.657260,0.667891,0.655972,0.000000,
0.040000,0.698610,0.677358,0.680900,0.703118,0.698288,0.676070,0.675748,0.681222,0.766146,0.685609,0.668858,0.736831,0.685609,0.655650,0.665636,0.654039,0.000000,
0.044000,0.701830,0.678002,0.682832,0.705050,0.700542,0.677036,0.677680,0.682832,0.776455,0.687220,0.670468,0.744562,0.687864,0.656938,0.667891,0.655005,0.000000,
0.048000,0.698932,0.677036,0.681866,0.702474,0.697966,0.674782,0.675426,0.681222,0.766146,0.685931,0.669180,0.736509,0.685609,0.655650,0.665958,0.653717,0.000000,
0.052000,0.700542,0.677358,0.682510,0.707304,0.699898,0.676714,0.677680,0.682510,0.774844,0.687220,0.669502,0.742952,0.687220,0.654683,0.667569,0.655327,0.000000,
0.056000,0.699576,0.677358,0.681866,0.703118,0.698610,0.675748,0.676070,0.681222,0.768079,0.686576,0.668213,0.737475,0.685931,0.656616,0.666603,0.654039,0.000000,
0.060000,0.699898,0.678646,0.682188,0.704084,0.699576,0.676714,0.676714,0.681866,0.773556,0.688187,0.669502,0.741341,0.687220,0.655327,0.667891,0.655005,0.000000,
0.064000,0.698932,0.677358,0.680578,0.703118,0.698932,0.676392,0.676392,0.681544,0.770656,0.687220,0.668858,0.738764,0.690442,0.655972,0.666925,0.654361,0.000000,
0.068000,0.700542,0.678002,0.681866,0.704406,0.699898,0.676714,0.677036,0.684120,0.771945,0.686898,0.669502,0.740375,0.687220,0.656294,0.667247,0.654683,0.000000,
0.072000,0.699576,0.676714,0.681544,0.702796,0.698610,0.676714,0.676070,0.680900,0.771301,0.686576,0.669502,0.740375,0.686254,0.655650,0.666925,0.654039,0.000000,
0.076000,0.700220,0.677358,0.682188,0.706660,0.699576,0.677358,0.676392,0.682832,0.770334,0.686898,0.669824,0.739408,0.686576,0.655005,0.666603,0.654039,0.000000,
0.080000,0.700220,0.677036,0.683154,0.703440,0.698932,0.677036,0.675426,0.681222,0.773556,0.687220,0.669180,0.740697,0.686576,0.656294,0.667247,0.654039,0.000000,
0.084000,0.699254,0.677036,0.682188,0.703440,0.698610,0.676714,0.676392,0.681544,0.769368,0.686898,0.668535,0.739086,0.686576,0.655972,0.666280,0.654361,0.000000,
0.088000,0.700220,0.678002,0.682188,0.703762,0.699254,0.676714,0.676392,0.681544,0.775167,0.686898,0.669180,0.740697,0.686898,0.655972,0.667247,0.655972,0.000000,
0.092000,0.699576,0.677680,0.681222,0.703440,0.698932,0.676070,0.676714,0.681222,0.768079,0.686898,0.669180,0.737475,0.686576,0.655972,0.666603,0.654361,0.000000,
0.096000,0.700220,0.677680,0.682510,0.704406,0.699898,0.677036,0.677036,0.682832,0.776777,0.687220,0.669180,0.742630,0.687220,0.656294,0.667569,0.654683,0.000000,
0.100000,0.700220,0.676714,0.681866,0.703118,0.698610,0.675748,0.676392,0.680900,0.766791,0.686898,0.667891,0.737797,0.686576,0.655650,0.666603,0.654361,0.000000,
0.104000,0.700542,0.678968,0.682188,0.704406,0.699898,0.676392,0.677358,0.681866,0.778066,0.687864,0.669180,0.744240,0.687542,0.656616,0.667247,0.654683,0.000000,
0.108000,0.699254,0.677036,0.681544,0.702474,0.698288,0.675748,0.676392,0.680900,0.766146,0.686254,0.669180,0.736509,0.685931,0.654361,0.666603,0.654039,0.000000,
0.112000,0.700542,0.678324,0.682832,0.704728,0.700220,0.677358,0.677036,0.682188,0.779677,0.687542,0.668535,0.744885,0.687220,0.656294,0.667891,0.655005,0.000000,
0.116000,0.698610,0.677358,0.681222,0.702152,0.697966,0.674782,0.675426,0.680578,0.765824,0.686254,0.669180,0.736509,0.685609,0.655327,0.666603,0.654683,0.000000,
0.120000,0.701186,0.678968,0.682510,0.704728,0.699898,0.675426,0.677680,0.682188,0.778388,0.687542,0.670468,0.744885,0.686898,0.656616,0.668858,0.653072,0.000000,
0.124000,0.698288,0.676392,0.681544,0.702474,0.697966,0.675426,0.675748,0.680900,0.764858,0.684643,0.669180,0.736509,0.685609,0.655650,0.666280,0.654361,0.000000,
0.128000,0.702152,0.678646,0.682832,0.705372,0.699576,0.677358,0.677680,0.681866,0.778388,0.687864,0.670468,0.744885,0.687542,0.656616,0.667891,0.655005,0.000000,
0.132000,0.698932,0.677036,0.681544,0.702796,0.698610,0.675426,0.675748,0.680578,0.765824,0.686254,0.668858,0.736187,0.685931,0.654361,0.665958,0.652106,0.000000,
0.136000,0.701830,0.678324,0.683154,0.705050,0.700864,0.677036,0.677680,0.683154,0.777422,0.687542,0.669824,0.743918,0.687864,0.656938,0.667891,0.655005,0.000000,
0.140000,0.698610,0.677358,0.678968,0.702474,0.698932,0.676070,0.674782,0.680900,0.766469,0.685931,0.668858,0.736509,0.684965,0.654683,0.666603,0.654361,0.000000,
0.144000,0.701830,0.678324,0.683154,0.705050,0.700220,0.677358,0.677036,0.682510,0.776455,0.687864,0.671435,0.743274,0.687542,0.656294,0.667247,0.655327,0.000000,
0.148000,0.698932,0.677358,0.681222,0.702152,0.698288,0.675426,0.676070,0.680900,0.768079,0.686254,0.668535,0.737475,0.686254,0.655972,0.665958,0.652750,0.000000,
0.152000,0.700864,0.678002,0.682188,0.704084,0.700220,0.677680,0.677680,0.682510,0.774522,0.688831,0.669502,0.743274,0.687542,0.656294,0.667891,0.655327,0.000000,
0.156000,0.698932,0.677358,0.681222,0.702796,0.697966,0.676392,0.675748,0.681222,0.768724,0.685931,0.671435,0.738764,0.685931,0.655327,0.665636,0.654361,0.000000,
0.160000,0.700220,0.677036,0.682510,0.704084,0.699576,0.675426,0.677680,0.681544,0.773878,0.686898,0.669824,0.742630,0.686898,0.656294,0.667247,0.657582,0.000000,
0.164000,0.699898,0.677036,0.681544,0.702796,0.699576,0.674138,0.676392,0.680900,0.770979,0.686576,0.669180,0.739086,0.685931,0.656294,0.666603,0.653717,0.000000,
0.168000,0.700220,0.677680,0.682188,0.704084,0.699898,0.676392,0.676714,0.681544,0.771945,0.688509,0.669502,0.740697,0.686576,0.656294,0.666925,0.655327,0.000000,
0.172000,0.698932,0.676714,0.681866,0.703440,0.698610,0.676392,0.676392,0.681222,0.771301,0.686898,0.669824,0.740052,0.686576,0.655650,0.663059,0.655005,0.000000,
0.176000,0.699898,0.677680,0.681866,0.704084,0.699254,0.676714,0.676714,0.681544,0.770656,0.686898,0.669824,0.739730,0.685931,0.655972,0.667569,0.654683,0.000000,
0.180000,0.699898,0.677680,0.682510,0.703762,0.698932,0.676392,0.676392,0.681544,0.773556,0.686898,0.669502,0.741019,0.687220,0.655972,0.667247,0.654361,0.000000,
